Series_reference,Period,Data_value
BDCQ.SEE2046A,2012.03,565.622444
BDCQ.SEE2046A,2012.06,577.148611
BDCQ.SEE2046A,2012.09,589.50812
BDCQ.SEE2046A,2012.12,612.274299
BDCQ.SEE2046A,2013.03,572.679368
BDCQ.SEE2046A,2013.06,589.702745
BDCQ.SEE2046A,2013.09,596.049088
BDCQ.SEE2046A,2013.12,625.969274
BDCQ.SEE2046A,2014.03,575.296104
BDCQ.SEE2046A,2014.06,595.51893
BDCQ.SEE2046A,2014.09,617.887114
BDCQ.SEE2046A,2014.12,643.753622
BDCQ.SEE2046A,2015.03,577.526394
BDCQ.SEE2046A,2015.06,610.297585
BDCQ.SEE2046A,2015.09,627.258655
BDCQ.SEE2046A,2015.12,651.576244
BDCQ.SEE2046A,2016.03,620.917298
BDCQ.SEE2046A,2016.06,636.388709
BDCQ.SEE2046A,2016.09,635.786374
BDCQ.SEE2046A,2016.12,673.696697
BDCQ.SEE2046A,2017.03,634.596182
BDCQ.SEE2046A,2017.06,668.142194
BDCQ.SEE2046A,2017.09,666.195988
BDCQ.SEE2046A,2017.12,713.869456
BDCQ.SEE2046A,2018.03,654.967641
BDCQ.SEE2046A,2018.06,702.002913
BDCQ.SEE2046A,2018.09,702.420564
BDCQ.SEE2046A,2018.12,754.220913
BDCQ.SEE2046A,2019.03,698.199589
BDCQ.SEE2046A,2019.06,752.51487
BDCQ.SEE2046A,2019.09,759.745249
BDCQ.SEE2046A,2019.12,832.519461
BDCQ.SEE2046A,2020.03,756.637541
BDCQ.SEE2046A,2020.06,769.725719
BDCQ.SEE2046A,2020.09,815.576879
BDCQ.SEE2046A,2020.12,821.04764
BDCQ.SEE2046A,2021.03,866.537843
BDCQ.SEE2046A,2021.06,828.881916
BDCQ.SEE2047A,2011.06,1382.835619
BDCQ.SEE2047A,2011.09,1463.930849
BDCQ.SEE2047A,2011.12,1489.269906
BDCQ.SEE2047A,2012.03,1414.224694
BDCQ.SEE2047A,2012.06,1430.638486
BDCQ.SEE2047A,2012.09,1496.744695
BDCQ.SEE2047A,2012.12,1538.131305
BDCQ.SEE2047A,2013.03,1445.442728
BDCQ.SEE2047A,2013.06,1472.728299
BDCQ.SEE2047A,2013.09,1532.275248
BDCQ.SEE2047A,2013.12,1584.202698
BDCQ.SEE2047A,2014.03,1472.967174
BDCQ.SEE2047A,2014.06,1519.326548
BDCQ.SEE2047A,2014.09,1602.990074
BDCQ.SEE2047A,2014.12,1657.417228
BDCQ.SEE2047A,2015.03,1493.900494
BDCQ.SEE2047A,2015.06,1580.012121
BDCQ.SEE2047A,2015.09,1626.238275
BDCQ.SEE2047A,2015.12,1691.506126
BDCQ.SEE2047A,2016.03,1592.917524
BDCQ.SEE2047A,2016.06,1653.26821
BDCQ.SEE2047A,2016.09,1646.63367
BDCQ.SEE2047A,2016.12,1743.838716
BDCQ.SEE2047A,2017.03,1633.271833
BDCQ.SEE2047A,2017.06,1726.164311
BDCQ.SEE2047A,2017.09,1710.595828
BDCQ.SEE2047A,2017.12,1834.564022
BDCQ.SEE2047A,2018.03,1740.787118
BDCQ.SEE2047A,2018.06,1809.658661
BDCQ.SEE2047A,2018.09,1808.101983
BDCQ.SEE2047A,2018.12,1943.260771
BDCQ.SEE2047A,2019.03,1793.226959
BDCQ.SEE2047A,2019.06,1932.283449
BDCQ.SEE2047A,2019.09,1923.249254
BDCQ.SEE2047A,2019.12,2116.062745
BDCQ.SEE2047A,2020.03,1935.547441
BDCQ.SEE2047A,2020.06,1943.785376
BDCQ.SEE2047A,2020.09,2074.832268
BDCQ.SEE2047A,2020.12,2063.92668
BDCQ.SEE2047A,2021.03,2116.25669
BDCQ.SEE2047A,2021.06,2036.768418
BDCQ.SEE2048A,2011.06,95.368011
BDCQ.SEE2048A,2011.09,94.366616
BDCQ.SEE2048A,2011.12,102.394687
BDCQ.SEE2048A,2012.03,96.379326
BDCQ.SEE2048A,2012.06,98.775543
BDCQ.SEE2048A,2012.09,98.122009
BDCQ.SEE2048A,2012.12,107.091977
BDCQ.SEE2048A,2013.03,97.990482
BDCQ.SEE2048A,2013.06,102.197296
BDCQ.SEE2048A,2013.09,99.627784
BDCQ.SEE2048A,2013.12,109.561942
BDCQ.SEE2048A,2014.03,100.424924
BDCQ.SEE2048A,2014.06,105.061101
BDCQ.SEE2048A,2014.09,103.686998
BDCQ.SEE2048A,2014.12,112.500404
BDCQ.SEE2048A,2015.03,103.318443
BDCQ.SEE2048A,2015.06,107.69055
BDCQ.SEE2048A,2015.09,108.454128
BDCQ.SEE2048A,2015.12,113.500243
BDCQ.SEE2048A,2016.03,110.357162
BDCQ.SEE2048A,2016.06,110.62589
BDCQ.SEE2048A,2016.09,112.142972
BDCQ.SEE2048A,2016.12,118.869229
BDCQ.SEE2048A,2017.03,116.324551
BDCQ.SEE2048A,2017.06,117.115735
BDCQ.SEE2048A,2017.09,119.232432
BDCQ.SEE2048A,2017.12,127.551594
BDCQ.SEE2048A,2018.03,122.491478
BDCQ.SEE2048A,2018.06,122.549632
BDCQ.SEE2048A,2018.09,125.749723
BDCQ.SEE2048A,2018.12,134.266848
BDCQ.SEE2048A,2019.03,123.648292
BDCQ.SEE2048A,2019.06,127.49785
BDCQ.SEE2048A,2019.09,133.758457
BDCQ.SEE2048A,2019.12,144.671846
BDCQ.SEE2048A,2020.03,130.01608
BDCQ.SEE2048A,2020.06,131.806072
BDCQ.SEE2048A,2020.09,143.900674
BDCQ.SEE2048A,2020.12,145.9335
BDCQ.SEE2048A,2021.03,142.209655
BDCQ.SEE2048A,2021.06,147.806789
BDCQ.SEE2049A,2011.06,29.503163
BDCQ.SEE2049A,2011.09,28.931298
BDCQ.SEE2049A,2011.12,31.167899
BDCQ.SEE2049A,2012.03,29.274745
BDCQ.SEE2049A,2012.06,29.965409
BDCQ.SEE2049A,2012.09,30.560445
BDCQ.SEE2049A,2012.12,32.265112
BDCQ.SEE2049A,2013.03,29.865016
BDCQ.SEE2049A,2013.06,30.612693
BDCQ.SEE2049A,2013.09,30.832604
BDCQ.SEE2049A,2013.12,34.298241
BDCQ.SEE2049A,2014.03,31.448304
BDCQ.SEE2049A,2014.06,33.084102
BDCQ.SEE2049A,2014.09,32.91551
BDCQ.SEE2049A,2014.12,35.381378
BDCQ.SEE2049A,2015.03,32.639515
BDCQ.SEE2049A,2015.06,34.32801
BDCQ.SEE2049A,2015.09,34.928773
BDCQ.SEE2049A,2015.12,37.442566
BDCQ.SEE2049A,2016.03,36.578073
BDCQ.SEE2049A,2016.06,37.501551
BDCQ.SEE2049A,2016.09,38.045584
BDCQ.SEE2049A,2016.12,40.558963
BDCQ.SEE2049A,2017.03,39.793788
BDCQ.SEE2049A,2017.06,40.987956
BDCQ.SEE2049A,2017.09,41.48568
BDCQ.SEE2049A,2017.12,45.083221
BDCQ.SEE2049A,2018.03,42.210552
BDCQ.SEE2049A,2018.06,44.637584
BDCQ.SEE2049A,2018.09,44.924432
BDCQ.SEE2049A,2018.12,48.147221
BDCQ.SEE2049A,2019.03,46.207316
BDCQ.SEE2049A,2019.06,48.655446
BDCQ.SEE2049A,2019.09,50.471834
BDCQ.SEE2049A,2019.12,55.360523
BDCQ.SEE2049A,2020.03,50.929251
BDCQ.SEE2049A,2020.06,51.831329
BDCQ.SEE2049A,2020.09,55.802111
BDCQ.SEE2049A,2020.12,56.969709
BDCQ.SEE2049A,2021.03,56.866443
BDCQ.SEE2049A,2021.06,58.173253
BDCQ.SEE2050A,2011.06,44.884431
BDCQ.SEE2050A,2011.09,44.152642
BDCQ.SEE2050A,2011.12,47.912509
BDCQ.SEE2050A,2012.03,45.594773
BDCQ.SEE2050A,2012.06,46.343769
BDCQ.SEE2050A,2012.09,46.726128
BDCQ.SEE2050A,2012.12,49.676923
BDCQ.SEE2050A,2013.03,47.432993
BDCQ.SEE2050A,2013.06,48.112141
BDCQ.SEE2050A,2013.09,48.419142
BDCQ.SEE2050A,2013.12,51.167519
BDCQ.SEE2050A,2014.03,48.498613
BDCQ.SEE2050A,2014.06,49.854687
BDCQ.SEE2050A,2014.09,50.291074
BDCQ.SEE2050A,2014.12,52.947361
BDCQ.SEE2050A,2015.03,49.298137
BDCQ.SEE2050A,2015.06,50.666658
BDCQ.SEE2050A,2015.09,51.596994
BDCQ.SEE2050A,2015.12,53.451383
BDCQ.SEE2050A,2016.03,53.777557
BDCQ.SEE2050A,2016.06,53.821259
BDCQ.SEE2050A,2016.09,53.820535
BDCQ.SEE2050A,2016.12,56.377843
BDCQ.SEE2050A,2017.03,55.818817
BDCQ.SEE2050A,2017.06,56.469547
BDCQ.SEE2050A,2017.09,56.845253
BDCQ.SEE2050A,2017.12,61.458942
BDCQ.SEE2050A,2018.03,57.326153
BDCQ.SEE2050A,2018.06,60.826311
BDCQ.SEE2050A,2018.09,60.184459
BDCQ.SEE2050A,2018.12,65.802305
BDCQ.SEE2050A,2019.03,62.549184
BDCQ.SEE2050A,2019.06,66.461766
BDCQ.SEE2050A,2019.09,66.931595
BDCQ.SEE2050A,2019.12,73.930221
BDCQ.SEE2050A,2020.03,68.387122
BDCQ.SEE2050A,2020.06,70.611938
BDCQ.SEE2050A,2020.09,75.429026
BDCQ.SEE2050A,2020.12,75.969428
BDCQ.SEE2050A,2021.03,75.220228
BDCQ.SEE2050A,2021.06,77.654627
BDCQ.SEE2051A,2011.06,120.96169
BDCQ.SEE2051A,2011.09,113.84131
BDCQ.SEE2051A,2011.12,121.414718
BDCQ.SEE2051A,2012.03,122.874556
BDCQ.SEE2051A,2012.06,129.948862
BDCQ.SEE2051A,2012.09,122.100561
BDCQ.SEE2051A,2012.12,130.110265
BDCQ.SEE2051A,2013.03,125.632225
BDCQ.SEE2051A,2013.06,134.61643
BDCQ.SEE2051A,2013.09,130.632858
BDCQ.SEE2051A,2013.12,146.677652
BDCQ.SEE2051A,2014.03,144.778361
BDCQ.SEE2051A,2014.06,154.958053
BDCQ.SEE2051A,2014.09,151.824328
BDCQ.SEE2051A,2014.12,165.1548
BDCQ.SEE2051A,2015.03,163.596392
BDCQ.SEE2051A,2015.06,174.487633
BDCQ.SEE2051A,2015.09,173.988542
BDCQ.SEE2051A,2015.12,184.095709
BDCQ.SEE2051A,2016.03,187.426041
BDCQ.SEE2051A,2016.06,193.732188
BDCQ.SEE2051A,2016.09,190.538892
BDCQ.SEE2051A,2016.12,205.504325
BDCQ.SEE2051A,2017.03,209.182434
BDCQ.SEE2051A,2017.06,221.414883
BDCQ.SEE2051A,2017.09,216.165258
BDCQ.SEE2051A,2017.12,235.911365
BDCQ.SEE2051A,2018.03,228.73124
BDCQ.SEE2051A,2018.06,262.295143
BDCQ.SEE2051A,2018.09,265.18843
BDCQ.SEE2051A,2018.12,282.840239
BDCQ.SEE2051A,2019.03,270.425501
BDCQ.SEE2051A,2019.06,290.878779
BDCQ.SEE2051A,2019.09,281.071039
BDCQ.SEE2051A,2019.12,306.383187
BDCQ.SEE2051A,2020.03,285.004389
BDCQ.SEE2051A,2020.06,295.359506
BDCQ.SEE2051A,2020.09,306.225929
BDCQ.SEE2051A,2020.12,308.914381
BDCQ.SEE2051A,2021.03,311.136725
BDCQ.SEE2051A,2021.06,320.018727
BDCQ.SEE2052A,2011.06,253.313015
BDCQ.SEE2052A,2011.09,252.89372
BDCQ.SEE2052A,2011.12,263.267631
BDCQ.SEE2052A,2012.03,257.122608
BDCQ.SEE2052A,2012.06,263.56545
BDCQ.SEE2052A,2012.09,261.900284
BDCQ.SEE2052A,2012.12,271.717241
BDCQ.SEE2052A,2013.03,256.845629
BDCQ.SEE2052A,2013.06,270.061448
BDCQ.SEE2052A,2013.09,260.710877
BDCQ.SEE2052A,2013.12,274.24751
BDCQ.SEE2052A,2014.03,254.97475
BDCQ.SEE2052A,2014.06,262.008024
BDCQ.SEE2052A,2014.09,260.918252
BDCQ.SEE2052A,2014.12,268.95201
BDCQ.SEE2052A,2015.03,251.684842
BDCQ.SEE2052A,2015.06,257.026482
BDCQ.SEE2052A,2015.09,261.357562
BDCQ.SEE2052A,2015.12,264.114792
BDCQ.SEE2052A,2016.03,256.802154
BDCQ.SEE2052A,2016.06,260.212281
BDCQ.SEE2052A,2016.09,255.067905
BDCQ.SEE2052A,2016.12,267.000291
BDCQ.SEE2052A,2017.03,253.674667
BDCQ.SEE2052A,2017.06,263.235062
BDCQ.SEE2052A,2017.09,261.555771
BDCQ.SEE2052A,2017.12,278.412528
BDCQ.SEE2052A,2018.03,253.752333
BDCQ.SEE2052A,2018.06,281.37803
BDCQ.SEE2052A,2018.09,247.69481
BDCQ.SEE2052A,2018.12,264.712869
BDCQ.SEE2052A,2019.03,240.939918
BDCQ.SEE2052A,2019.06,257.748583
BDCQ.SEE2052A,2019.09,256.197879
BDCQ.SEE2052A,2019.12,280.85019
BDCQ.SEE2052A,2020.03,254.534398
BDCQ.SEE2052A,2020.06,258.162298
BDCQ.SEE2052A,2020.09,268.367878
BDCQ.SEE2052A,2020.12,273.370624
BDCQ.SEE2052A,2021.03,271.690884
BDCQ.SEE2052A,2021.06,279.044195
BDCQ.SEE2053A,2011.06,221.004861
BDCQ.SEE2053A,2011.09,216.527131
BDCQ.SEE2053A,2011.12,221.431135
BDCQ.SEE2053A,2012.03,221.57496
BDCQ.SEE2053A,2012.06,236.320591
BDCQ.SEE2053A,2012.09,228.455034
BDCQ.SEE2053A,2012.12,239.857001
BDCQ.SEE2053A,2013.03,230.904871
BDCQ.SEE2053A,2013.06,246.086916
BDCQ.SEE2053A,2013.09,240.151584
BDCQ.SEE2053A,2013.12,249.347347
BDCQ.SEE2053A,2014.03,242.239206
BDCQ.SEE2053A,2014.06,260.070476
BDCQ.SEE2053A,2014.09,253.15838
BDCQ.SEE2053A,2014.12,263.822162
BDCQ.SEE2053A,2015.03,256.3226
BDCQ.SEE2053A,2015.06,267.47249
BDCQ.SEE2053A,2015.09,265.089262
BDCQ.SEE2053A,2015.12,269.806364
BDCQ.SEE2053A,2016.03,269.951265
BDCQ.SEE2053A,2016.06,282.767211
BDCQ.SEE2053A,2016.09,274.53092
BDCQ.SEE2053A,2016.12,284.851958
BDCQ.SEE2053A,2017.03,279.714764
BDCQ.SEE2053A,2017.06,300.698728
BDCQ.SEE2053A,2017.09,291.127645
BDCQ.SEE2053A,2017.12,307.468015
BDCQ.SEE2053A,2018.03,296.296447
BDCQ.SEE2053A,2018.06,317.49011
BDCQ.SEE2053A,2018.09,309.732621
BDCQ.SEE2053A,2018.12,327.790812
BDCQ.SEE2053A,2019.03,309.630532
BDCQ.SEE2053A,2019.06,331.425474
BDCQ.SEE2053A,2019.09,327.730982
BDCQ.SEE2053A,2019.12,353.505553
BDCQ.SEE2053A,2020.03,331.356518
BDCQ.SEE2053A,2020.06,340.98133
BDCQ.SEE2053A,2020.09,349.153721
BDCQ.SEE2053A,2020.12,351.724859
BDCQ.SEE2053A,2021.03,349.690378
BDCQ.SEE2053A,2021.06,361.1643
BDCQ.SEE2054A,2011.06,11.496991
BDCQ.SEE2054A,2011.09,10.681885
BDCQ.SEE2054A,2011.12,12.073318
BDCQ.SEE2054A,2012.03,11.935747
BDCQ.SEE2054A,2012.06,11.528036
BDCQ.SEE2054A,2012.09,10.903051
BDCQ.SEE2054A,2012.12,12.536299
BDCQ.SEE2054A,2013.03,12.061083
BDCQ.SEE2054A,2013.06,11.672846
BDCQ.SEE2054A,2013.09,11.065798
BDCQ.SEE2054A,2013.12,12.350851
BDCQ.SEE2054A,2014.03,11.932392
BDCQ.SEE2054A,2014.06,11.903398
BDCQ.SEE2054A,2014.09,11.334661
BDCQ.SEE2054A,2014.12,12.626408
BDCQ.SEE2054A,2015.03,12.334366
BDCQ.SEE2054A,2015.06,12.069922
BDCQ.SEE2054A,2015.09,11.774733
BDCQ.SEE2054A,2015.12,13.08225
BDCQ.SEE2054A,2016.03,13.140432
BDCQ.SEE2054A,2016.06,12.623194
BDCQ.SEE2054A,2016.09,11.652982
BDCQ.SEE2054A,2016.12,12.747733
BDCQ.SEE2054A,2017.03,13.112621
BDCQ.SEE2054A,2017.06,14.355012
BDCQ.SEE2054A,2017.09,14.012252
BDCQ.SEE2054A,2017.12,15.701654
BDCQ.SEE2054A,2018.03,15.118032
BDCQ.SEE2054A,2018.06,15.132741
BDCQ.SEE2054A,2018.09,15.05468
BDCQ.SEE2054A,2018.12,16.261758
BDCQ.SEE2054A,2019.03,15.300294
BDCQ.SEE2054A,2019.06,15.360986
BDCQ.SEE2054A,2019.09,14.947672
BDCQ.SEE2054A,2019.12,16.911698
BDCQ.SEE2054A,2020.03,15.871896
BDCQ.SEE2054A,2020.06,14.955644
BDCQ.SEE2054A,2020.09,15.915277
BDCQ.SEE2054A,2020.12,16.031935
BDCQ.SEE2054A,2021.03,15.328706
BDCQ.SEE2054A,2021.06,15.470166
BDCQ.SEE2055A,2011.06,48.250157
BDCQ.SEE2055A,2011.09,51.11636
BDCQ.SEE2055A,2011.12,53.535397
BDCQ.SEE2055A,2012.03,53.514714
BDCQ.SEE2055A,2012.06,54.6309
BDCQ.SEE2055A,2012.09,56.763171
BDCQ.SEE2055A,2012.12,57.403861
BDCQ.SEE2055A,2013.03,53.370248
BDCQ.SEE2055A,2013.06,54.031796
BDCQ.SEE2055A,2013.09,50.761419
BDCQ.SEE2055A,2013.12,54.714822
BDCQ.SEE2055A,2014.03,51.334627
BDCQ.SEE2055A,2014.06,53.19455
BDCQ.SEE2055A,2014.09,51.213822
BDCQ.SEE2055A,2014.12,53.769451
BDCQ.SEE2055A,2015.03,49.778256
BDCQ.SEE2055A,2015.06,51.34798
BDCQ.SEE2055A,2015.09,50.713576
BDCQ.SEE2055A,2015.12,49.26407
BDCQ.SEE2055A,2016.03,48.508081
BDCQ.SEE2055A,2016.06,47.272839
BDCQ.SEE2055A,2016.09,45.293196
BDCQ.SEE2055A,2016.12,46.22862
BDCQ.SEE2055A,2017.03,45.548268
BDCQ.SEE2055A,2017.06,46.572581
BDCQ.SEE2055A,2017.09,48.321881
BDCQ.SEE2055A,2017.12,49.872248
BDCQ.SEE2055A,2018.03,48.156863
BDCQ.SEE2055A,2018.06,48.144914
BDCQ.SEE2055A,2018.09,48.965139
BDCQ.SEE2055A,2018.12,50.82789
BDCQ.SEE2055A,2019.03,47.851836
BDCQ.SEE2055A,2019.06,48.240507
BDCQ.SEE2055A,2019.09,49.277877
BDCQ.SEE2055A,2019.12,52.292139
BDCQ.SEE2055A,2020.03,48.37969
BDCQ.SEE2055A,2020.06,46.669709
BDCQ.SEE2055A,2020.09,50.800455
BDCQ.SEE2055A,2020.12,51.061281
BDCQ.SEE2055A,2021.03,49.912161
BDCQ.SEE2055A,2021.06,50.6005
BDCQ.SEE2056A,2011.06,68.232285
BDCQ.SEE2056A,2011.09,68.324554
BDCQ.SEE2056A,2011.12,71.864196
BDCQ.SEE2056A,2012.03,68.60467
BDCQ.SEE2056A,2012.06,71.432845
BDCQ.SEE2056A,2012.09,70.501727
BDCQ.SEE2056A,2012.12,76.263894
BDCQ.SEE2056A,2013.03,65.216476
BDCQ.SEE2056A,2013.06,69.506333
BDCQ.SEE2056A,2013.09,65.943635
BDCQ.SEE2056A,2013.12,73.127288
BDCQ.SEE2056A,2014.03,66.732302
BDCQ.SEE2056A,2014.06,71.196683
BDCQ.SEE2056A,2014.09,67.91018
BDCQ.SEE2056A,2014.12,75.440612
BDCQ.SEE2056A,2015.03,69.413751
BDCQ.SEE2056A,2015.06,71.262119
BDCQ.SEE2056A,2015.09,72.736811
BDCQ.SEE2056A,2015.12,73.063041
BDCQ.SEE2056A,2016.03,71.739834
BDCQ.SEE2056A,2016.06,70.647917
BDCQ.SEE2056A,2016.09,70.369304
BDCQ.SEE2056A,2016.12,73.469667
BDCQ.SEE2056A,2017.03,71.774895
BDCQ.SEE2056A,2017.06,73.150808
BDCQ.SEE2056A,2017.09,72.155582
BDCQ.SEE2056A,2017.12,77.707663
BDCQ.SEE2056A,2018.03,74.250038
BDCQ.SEE2056A,2018.06,76.529413
BDCQ.SEE2056A,2018.09,75.92334
BDCQ.SEE2056A,2018.12,81.470591
BDCQ.SEE2056A,2019.03,75.269504
BDCQ.SEE2056A,2019.06,78.487042
BDCQ.SEE2056A,2019.09,80.669046
BDCQ.SEE2056A,2019.12,86.2413
BDCQ.SEE2056A,2020.03,78.782115
BDCQ.SEE2056A,2020.06,77.417125
BDCQ.SEE2056A,2020.09,84.87859
BDCQ.SEE2056A,2020.12,86.54033
BDCQ.SEE2056A,2021.03,84.713192
BDCQ.SEE2056A,2021.06,85.024112
BDCQ.SEE2057A,2011.06,39.487451
BDCQ.SEE2057A,2011.09,38.588818
BDCQ.SEE2057A,2011.12,43.086495
BDCQ.SEE2057A,2012.03,42.374477
BDCQ.SEE2057A,2012.06,41.960746
BDCQ.SEE2057A,2012.09,42.41065
BDCQ.SEE2057A,2012.12,45.807329
BDCQ.SEE2057A,2013.03,43.77058
BDCQ.SEE2057A,2013.06,42.975537
BDCQ.SEE2057A,2013.09,42.935839
BDCQ.SEE2057A,2013.12,46.541604
BDCQ.SEE2057A,2014.03,44.835754
BDCQ.SEE2057A,2014.06,44.892088
BDCQ.SEE2057A,2014.09,45.696602
BDCQ.SEE2057A,2014.12,50.78724
BDCQ.SEE2057A,2015.03,49.03324
BDCQ.SEE2057A,2015.06,48.244725
BDCQ.SEE2057A,2015.09,50.528777
BDCQ.SEE2057A,2015.12,53.70208
BDCQ.SEE2057A,2016.03,54.846249
BDCQ.SEE2057A,2016.06,53.721311
BDCQ.SEE2057A,2016.09,53.82268
BDCQ.SEE2057A,2016.12,59.954868
BDCQ.SEE2057A,2017.03,58.347085
BDCQ.SEE2057A,2017.06,59.511885
BDCQ.SEE2057A,2017.09,59.619233
BDCQ.SEE2057A,2017.12,66.716708
BDCQ.SEE2057A,2018.03,63.674029
BDCQ.SEE2057A,2018.06,67.720555
BDCQ.SEE2057A,2018.09,68.03415
BDCQ.SEE2057A,2018.12,76.416413
BDCQ.SEE2057A,2019.03,72.498421
BDCQ.SEE2057A,2019.06,75.629846
BDCQ.SEE2057A,2019.09,79.053817
BDCQ.SEE2057A,2019.12,90.282992
BDCQ.SEE2057A,2020.03,86.983965
BDCQ.SEE2057A,2020.06,86.57901
BDCQ.SEE2057A,2020.09,91.863294
BDCQ.SEE2057A,2020.12,94.586258
BDCQ.SEE2057A,2021.03,97.290826
BDCQ.SEE2057A,2021.06,101.55386
BDCQ.SEE2058A,2011.06,40.701761
BDCQ.SEE2058A,2011.09,41.463032
BDCQ.SEE2058A,2011.12,44.64539
BDCQ.SEE2058A,2012.03,43.584512
BDCQ.SEE2058A,2012.06,44.536657
BDCQ.SEE2058A,2012.09,44.81685
BDCQ.SEE2058A,2012.12,48.385382
BDCQ.SEE2058A,2013.03,45.529522
BDCQ.SEE2058A,2013.06,46.30055
BDCQ.SEE2058A,2013.09,47.403237
BDCQ.SEE2058A,2013.12,52.498363
BDCQ.SEE2058A,2014.03,49.395784
BDCQ.SEE2058A,2014.06,50.785437
BDCQ.SEE2058A,2014.09,52.672626
BDCQ.SEE2058A,2014.12,56.579156
BDCQ.SEE2058A,2015.03,53.094241
BDCQ.SEE2058A,2015.06,55.059121
BDCQ.SEE2058A,2015.09,56.585199
BDCQ.SEE2058A,2015.12,58.706443
BDCQ.SEE2058A,2016.03,57.983382
BDCQ.SEE2058A,2016.06,57.403878
BDCQ.SEE2058A,2016.09,58.193845
BDCQ.SEE2058A,2016.12,61.96624
BDCQ.SEE2058A,2017.03,61.991695
BDCQ.SEE2058A,2017.06,61.983632
BDCQ.SEE2058A,2017.09,62.814667
BDCQ.SEE2058A,2017.12,67.344821
BDCQ.SEE2058A,2018.03,64.058077
BDCQ.SEE2058A,2018.06,65.110398
BDCQ.SEE2058A,2018.09,66.179657
BDCQ.SEE2058A,2018.12,69.853746
BDCQ.SEE2058A,2019.03,65.329502
BDCQ.SEE2058A,2019.06,66.507755
BDCQ.SEE2058A,2019.09,67.474833
BDCQ.SEE2058A,2019.12,73.695287
BDCQ.SEE2058A,2020.03,68.646513
BDCQ.SEE2058A,2020.06,67.980705
BDCQ.SEE2058A,2020.09,71.833268
BDCQ.SEE2058A,2020.12,73.290955
BDCQ.SEE2058A,2021.03,70.496824
BDCQ.SEE2058A,2021.06,71.919088
BDCQ.SEE2059A,2011.06,182.507541
BDCQ.SEE2059A,2011.09,188.932716
BDCQ.SEE2059A,2011.12,199.021414
BDCQ.SEE2059A,2012.03,193.5771
BDCQ.SEE2059A,2012.06,199.603649
BDCQ.SEE2059A,2012.09,205.327126
BDCQ.SEE2059A,2012.12,217.434925
BDCQ.SEE2059A,2013.03,205.347896
BDCQ.SEE2059A,2013.06,216.217059
BDCQ.SEE2059A,2013.09,224.380688
BDCQ.SEE2059A,2013.12,240.720406
BDCQ.SEE2059A,2014.03,227.47774
BDCQ.SEE2059A,2014.06,243.390467
BDCQ.SEE2059A,2014.09,255.092284
BDCQ.SEE2059A,2014.12,269.229167
BDCQ.SEE2059A,2015.03,252.708229
BDCQ.SEE2059A,2015.06,269.222874
BDCQ.SEE2059A,2015.09,279.5004
BDCQ.SEE2059A,2015.12,287.226907
BDCQ.SEE2059A,2016.03,276.393175
BDCQ.SEE2059A,2016.06,286.420672
BDCQ.SEE2059A,2016.09,288.078555
BDCQ.SEE2059A,2016.12,303.453913
BDCQ.SEE2059A,2017.03,291.271295
BDCQ.SEE2059A,2017.06,305.860865
BDCQ.SEE2059A,2017.09,311.739748
BDCQ.SEE2059A,2017.12,331.067036
BDCQ.SEE2059A,2018.03,308.668745
BDCQ.SEE2059A,2018.06,331.743693
BDCQ.SEE2059A,2018.09,337.602342
BDCQ.SEE2059A,2018.12,357.833844
BDCQ.SEE2059A,2019.03,333.433244
BDCQ.SEE2059A,2019.06,351.807554
BDCQ.SEE2059A,2019.09,357.119382
BDCQ.SEE2059A,2019.12,388.054981
BDCQ.SEE2059A,2020.03,351.874572
BDCQ.SEE2059A,2020.06,355.328401
BDCQ.SEE2059A,2020.09,381.826477
BDCQ.SEE2059A,2020.12,383.195039
BDCQ.SEE2059A,2021.03,372.399931
BDCQ.SEE2059A,2021.06,387.494465
BDCQ.SEE2060A,2011.06,1768.032293
BDCQ.SEE2060A,2011.09,1781.707883
BDCQ.SEE2060A,2011.12,1875.817633
BDCQ.SEE2060A,2012.03,1804.515707
BDCQ.SEE2060A,2012.06,1860.581752
BDCQ.SEE2060A,2012.09,1884.04601
BDCQ.SEE2060A,2012.12,1993.077773
BDCQ.SEE2060A,2013.03,1869.652607
BDCQ.SEE2060A,2013.06,1966.821797
BDCQ.SEE2060A,2013.09,1982.515854
BDCQ.SEE2060A,2013.12,2142.479891
BDCQ.SEE2060A,2014.03,1986.711573
BDCQ.SEE2060A,2014.06,2113.846988
BDCQ.SEE2060A,2014.09,2154.843705
BDCQ.SEE2060A,2014.12,2298.425614
BDCQ.SEE2060A,2015.03,2109.828953
BDCQ.SEE2060A,2015.06,2231.126819
BDCQ.SEE2060A,2015.09,2300.43116
BDCQ.SEE2060A,2015.12,2347.855987
BDCQ.SEE2060A,2016.03,2256.781671
BDCQ.SEE2060A,2016.06,2318.88165
BDCQ.SEE2060A,2016.09,2330.514381
BDCQ.SEE2060A,2016.12,2434.687497
BDCQ.SEE2060A,2017.03,2332.709199
BDCQ.SEE2060A,2017.06,2418.663641
BDCQ.SEE2060A,2017.09,2432.272806
BDCQ.SEE2060A,2017.12,2559.628034
BDCQ.SEE2060A,2018.03,2445.122929
BDCQ.SEE2060A,2018.06,2530.110031
BDCQ.SEE2060A,2018.09,2540.816441
BDCQ.SEE2060A,2018.12,2681.664296
BDCQ.SEE2060A,2019.03,2477.346675
BDCQ.SEE2060A,2019.06,2600.21103
